Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1982","1982","tonnes","912200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1983","1983","tonnes","979837","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1984","1984","tonnes","1010687","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1985","1985","tonnes","1885984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1986","1986","tonnes","1035779","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1987","1987","tonnes","811103","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1988","1988","tonnes","796455","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1989","1989","tonnes","847847","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1990","1990","tonnes","885343","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1991","1991","tonnes","724515","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1992","1992","tonnes","768879","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1993","1993","tonnes","784882","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1994","1994","tonnes","643345","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1995","1995","tonnes","623778","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1996","1996","tonnes","654243","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1997","1997","tonnes","583545","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1998","1998","tonnes","453582","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","1999","1999","tonnes","414772","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2000","2000","tonnes","408183","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2001","2001","tonnes","445658","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2002","2002","tonnes","399931","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2003","2003","tonnes","358066","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2004","2004","tonnes","346907","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2005","2005","tonnes","343564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2006","2006","tonnes","343175","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2007","2007","tonnes","366398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2008","2008","tonnes","350444","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2009","2009","tonnes","298308","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2010","2010","tonnes","265146","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2011","2011","tonnes","277561","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2012","2012","tonnes","262728","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2013","2013","tonnes","253531","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2014","2014","tonnes","242109","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2015","2015","tonnes","233446","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2016","2016","tonnes","222652","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2017","2017","tonnes","206815","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2018","2018","tonnes","207585","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","782","Bastfibres, other","2019","2019","tonnes","201697","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1961","1961","tonnes","11228313","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1962","1962","tonnes","11744939","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1963","1963","tonnes","11693428","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1964","1964","tonnes","12139318","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1965","1965","tonnes","12044424","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1966","1966","tonnes","11897234","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1967","1967","tonnes","12490784","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1968","1968","tonnes","11701307","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1969","1969","tonnes","11740358","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1970","1970","tonnes","12629727","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1971","1971","tonnes","12596557","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1972","1972","tonnes","12319681","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1973","1973","tonnes","13037173","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1974","1974","tonnes","12753197","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1975","1975","tonnes","13412679","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1976","1976","tonnes","12327437","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1977","1977","tonnes","13242206","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1978","1978","tonnes","13554877","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1979","1979","tonnes","12731407","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1980","1980","tonnes","13711771","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1981","1981","tonnes","15278695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1982","1982","tonnes","15342446","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1983","1983","tonnes","14825734","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1984","1984","tonnes","15664232","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1985","1985","tonnes","15499453","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1986","1986","tonnes","15143551","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1987","1987","tonnes","15045832","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1988","1988","tonnes","16567574","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1989","1989","tonnes","15582299","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1990","1990","tonnes","17544635","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1991","1991","tonnes","17761144","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1992","1992","tonnes","16929412","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1993","1993","tonnes","16229920","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1994","1994","tonnes","17376878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1995","1995","tonnes","17555113","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1996","1996","tonnes","16872607","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1997","1997","tonnes","16295800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1998","1998","tonnes","16382662","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","1999","1999","tonnes","17728771","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2000","2000","tonnes","17617247","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2001","2001","tonnes","18255468","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2002","2002","tonnes","19912678","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2003","2003","tonnes","21154538","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2004","2004","tonnes","18446216","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2005","2005","tonnes","19058725","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2006","2006","tonnes","20958916","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2007","2007","tonnes","21631744","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2008","2008","tonnes","21854109","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2009","2009","tonnes","21934000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2010","2010","tonnes","24775394","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2011","2011","tonnes","24120748","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2012","2012","tonnes","24585039","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2013","2013","tonnes","25071409","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2014","2014","tonnes","27007542","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2015","2015","tonnes","27986334","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2016","2016","tonnes","28943261","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2017","2017","tonnes","31483808","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2018","2018","tonnes","29969871","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","176","Beans, dry","2019","2019","tonnes","28902672","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1961","1961","tonnes","2632012","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1962","1962","tonnes","2576531","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1963","1963","tonnes","2638434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1964","1964","tonnes","2734299","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1965","1965","tonnes","2716652","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1966","1966","tonnes","2804820","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1967","1967","tonnes","2847014","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1968","1968","tonnes","2853535","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1969","1969","tonnes","2958870","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1970","1970","tonnes","3069315","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1971","1971","tonnes","3126849","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1972","1972","tonnes","3226604","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1973","1973","tonnes","3288529","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1974","1974","tonnes","3435688","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1975","1975","tonnes","3431663","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1976","1976","tonnes","3347391","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1977","1977","tonnes","3622146","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1978","1978","tonnes","3661016","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1979","1979","tonnes","3818595","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1980","1980","tonnes","3854047","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1981","1981","tonnes","4087064","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1982","1982","tonnes","4321373","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1983","1983","tonnes","4383863","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1984","1984","tonnes","4737131","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1985","1985","tonnes","4908984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1986","1986","tonnes","4885512","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1987","1987","tonnes","5121953","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1988","1988","tonnes","5375367","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1989","1989","tonnes","5785474","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1990","1990","tonnes","5942817","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1991","1991","tonnes","6232677","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1992","1992","tonnes","6694618","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1993","1993","tonnes","6810927","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1994","1994","tonnes","6918020","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1995","1995","tonnes","8521778","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1996","1996","tonnes","8798619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1997","1997","tonnes","8903902","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1998","1998","tonnes","9114601","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","1999","1999","tonnes","9549055","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2000","2000","tonnes","9836784","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2001","2001","tonnes","10919254","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2002","2002","tonnes","11665295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2003","2003","tonnes","12846865","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2004","2004","tonnes","13752379","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2005","2005","tonnes","15441535","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2006","2006","tonnes","17215344","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2007","2007","tonnes","18012582","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2008","2008","tonnes","18949345","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2009","2009","tonnes","19136625","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2010","2010","tonnes","19782715","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2011","2011","tonnes","20146616","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2012","2012","tonnes","20874944","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2013","2013","tonnes","21362564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2014","2014","tonnes","21717536","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2015","2015","tonnes","23882124","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2016","2016","tonnes","24426006","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2017","2017","tonnes","25198877","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2018","2018","tonnes","26269262","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","414","Beans, green","2019","2019","tonnes","26981784","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1961","1961","tonnes","305559","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1962","1962","tonnes","298619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1963","1963","tonnes","309462","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1964","1964","tonnes","323869","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1965","1965","tonnes","329476","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1966","1966","tonnes","292712","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1967","1967","tonnes","296345","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1968","1968","tonnes","306145","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1969","1969","tonnes","300419","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1970","1970","tonnes","305959","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1971","1971","tonnes","307038","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1972","1972","tonnes","308398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1973","1973","tonnes","296202","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1974","1974","tonnes","312641","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1975","1975","tonnes","314563","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1976","1976","tonnes","325928","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1977","1977","tonnes","304596","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1978","1978","tonnes","340255","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1979","1979","tonnes","347523","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1980","1980","tonnes","367133","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1981","1981","tonnes","366346","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1982","1982","tonnes","374543","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1983","1983","tonnes","382779","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1984","1984","tonnes","383349","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1985","1985","tonnes","355280","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1986","1986","tonnes","349974","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1987","1987","tonnes","359719","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1988","1988","tonnes","353824","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1989","1989","tonnes","375685","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1990","1990","tonnes","423072","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1991","1991","tonnes","463043","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1992","1992","tonnes","514072","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1993","1993","tonnes","509322","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1994","1994","tonnes","519027","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1995","1995","tonnes","519029","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1996","1996","tonnes","500534","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1997","1997","tonnes","494060","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1998","1998","tonnes","486744","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","1999","1999","tonnes","493249","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","2000","2000","tonnes","527000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","2001","2001","tonnes","550779","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","2002","2002","tonnes","554036","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","2003","2003","tonnes","650168","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","558","Berries nes","2004","2004","tonnes","639582","A","Aggregate, may include official, semi-official, estimated or calculated data"
