Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,430,Okra,2012,2012,ha,1816542,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,430,Okra,2013,2013,ha,1862050,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,430,Okra,2014,2014,ha,1876129,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,430,Okra,2015,2015,ha,2722116,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,430,Okra,2016,2016,ha,2166832,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,430,Okra,2017,2017,ha,2154649,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,430,Okra,2018,2018,ha,2437281,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,430,Okra,2019,2019,ha,2860325,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,430,Okra,2020,2020,ha,2400543,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,430,Okra,2021,2021,ha,2478132,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1961,1961,ha,2608804,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1962,1962,ha,2679089,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1963,1963,ha,3446687,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1964,1964,ha,3476035,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1965,1965,ha,2943856,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1966,1966,ha,2578098,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1967,1967,ha,2917469,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1968,1968,ha,3265449,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1969,1969,ha,2797791,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1970,1970,ha,3387293,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1971,1971,ha,3921420,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1972,1972,ha,3758302,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1973,1973,ha,3898126,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1974,1974,ha,3974145,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1975,1975,ha,4013224,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1976,1976,ha,4118241,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1977,1977,ha,3975253,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1978,1978,ha,3999488,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1979,1979,ha,4103321,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1980,1980,ha,5129301,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1981,1981,ha,5999445,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1982,1982,ha,5952702,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1983,1983,ha,6005443,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1984,1984,ha,5985471,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1985,1985,ha,7172665,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1986,1986,ha,7197641,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1987,1987,ha,7204803,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1988,1988,ha,7244759,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1989,1989,ha,7295407,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1990,1990,ha,7409538,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1991,1991,ha,7432408,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1992,1992,ha,7478676,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1993,1993,ha,7604639,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1994,1994,ha,7656930,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1995,1995,ha,7770439,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1996,1996,ha,7994527,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1997,1997,ha,7807932,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1998,1998,ha,8000927,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,1999,1999,ha,8313419,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2000,2000,ha,8351778,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2001,2001,ha,8441532,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2002,2002,ha,8463525,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2003,2003,ha,8825139,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2004,2004,ha,9110605,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2005,2005,ha,9188091,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2006,2006,ha,9252566,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2007,2007,ha,9354887,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2008,2008,ha,9460578,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2009,2009,ha,9659650,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2010,2010,ha,9975559,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2011,2011,ha,10067577,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2012,2012,ha,10288393,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2013,2013,ha,10265077,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2014,2014,ha,10163976,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2015,2015,ha,10113116,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2016,2016,ha,10301477,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2017,2017,ha,9759113,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2018,2018,ha,11977248,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2019,2019,ha,10394935,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2020,2020,ha,12761192,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,260,Olives,2021,2021,ha,10338179,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1961,1961,ha,1216212,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1962,1962,ha,1232777,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1963,1963,ha,1235640,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1964,1964,ha,1232144,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1965,1965,ha,1261811,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1966,1966,ha,1249485,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1967,1967,ha,1307262,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1968,1968,ha,1307238,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1969,1969,ha,1344548,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1970,1970,ha,1334685,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1971,1971,ha,1371165,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1972,1972,ha,1377002,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1973,1973,ha,1418545,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1974,1974,ha,1449862,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1975,1975,ha,1449984,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1976,1976,ha,1452386,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1977,1977,ha,1543462,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1978,1978,ha,1580910,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1979,1979,ha,1617043,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1980,1980,ha,1616797,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1981,1981,ha,1643125,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1982,1982,ha,1652105,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1983,1983,ha,1702037,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1984,1984,ha,1724970,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1985,1985,ha,1763397,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1986,1986,ha,1767526,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1987,1987,ha,1815374,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1988,1988,ha,1869700,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1989,1989,ha,1866618,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1990,1990,ha,1885699,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1991,1991,ha,1992652,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1992,1992,ha,2079295,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1993,1993,ha,2173924,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1994,1994,ha,2288517,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1995,1995,ha,2429303,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1996,1996,ha,2480547,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1997,1997,ha,2512249,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1998,1998,ha,2723161,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",1999,1999,ha,2929938,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2000,2000,ha,2915706,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2001,2001,ha,3008617,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2002,2002,ha,2981022,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2003,2003,ha,3194908,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2004,2004,ha,3464177,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2005,2005,ha,3698460,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2006,2006,ha,3875824,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2007,2007,ha,4044722,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2008,2008,ha,4066155,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2009,2009,ha,3951639,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2010,2010,ha,4214126,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2011,2011,ha,4364246,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2012,2012,ha,4473323,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2013,2013,ha,4692709,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2014,2014,ha,4814330,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2015,2015,ha,4834597,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2016,2016,ha,5076327,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2017,2017,ha,5154869,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2018,2018,ha,5159586,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2019,2019,ha,5177618,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2020,2020,ha,5530475,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,403,"Onions and shallots, dry (excluding dehydrated)",2021,2021,ha,5778769,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1961,1961,ha,80212,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1962,1962,ha,83296,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1963,1963,ha,87803,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1964,1964,ha,90089,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1965,1965,ha,90407,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1966,1966,ha,91465,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1967,1967,ha,94072,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1968,1968,ha,98058,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1969,1969,ha,112284,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1970,1970,ha,103783,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1971,1971,ha,99236,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1972,1972,ha,100152,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1973,1973,ha,98457,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1974,1974,ha,97765,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1975,1975,ha,104227,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1976,1976,ha,107212,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1977,1977,ha,114301,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1978,1978,ha,115109,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1979,1979,ha,120669,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1980,1980,ha,125642,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1981,1981,ha,135510,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1982,1982,ha,143029,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1983,1983,ha,139102,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1984,1984,ha,143463,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1985,1985,ha,150616,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1986,1986,ha,158102,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1987,1987,ha,151290,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1988,1988,ha,155469,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1989,1989,ha,155007,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1990,1990,ha,162870,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1991,1991,ha,175820,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1992,1992,ha,173120,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1993,1993,ha,170472,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1994,1994,ha,174105,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1995,1995,ha,181453,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1996,1996,ha,183093,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1997,1997,ha,192300,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1998,1998,ha,188542,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",1999,1999,ha,185389,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2000,2000,ha,195326,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2001,2001,ha,220509,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2002,2002,ha,219042,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2003,2003,ha,216935,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2004,2004,ha,229524,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2005,2005,ha,226708,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2006,2006,ha,231748,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2007,2007,ha,231968,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2008,2008,ha,233650,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2009,2009,ha,234088,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2010,2010,ha,231038,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2011,2011,ha,236122,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2012,2012,ha,232815,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2013,2013,ha,229285,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2014,2014,ha,214733,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2015,2015,ha,214957,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2016,2016,ha,222043,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2017,2017,ha,227790,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2018,2018,ha,223969,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2019,2019,ha,214409,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2020,2020,ha,212665,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,402,"Onions and shallots, green",2021,2021,ha,215934,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1961,1961,ha,1261408,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1962,1962,ha,1356708,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1963,1963,ha,1431563,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1964,1964,ha,1438472,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1965,1965,ha,1510069,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1966,1966,ha,1323637,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1967,1967,ha,1428399,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1968,1968,ha,1504008,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1969,1969,ha,1555654,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1970,1970,ha,1650696,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1971,1971,ha,1705102,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1972,1972,ha,1728229,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1973,1973,ha,1981274,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1974,1974,ha,1910532,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1975,1975,ha,1972289,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1976,1976,ha,2013963,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1977,1977,ha,2009548,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1978,1978,ha,2014802,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1979,1979,ha,2033978,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1980,1980,ha,2256541,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1981,1981,ha,2299414,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1982,1982,ha,2314771,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1983,1983,ha,2391764,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1984,1984,ha,2365550,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1985,1985,ha,2583431,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,490,Oranges,1986,1986,ha,2690796,E,Estimated value,,,
