Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1974,1974,ha,1380,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1975,1975,ha,1390,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1976,1976,ha,1300,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1977,1977,ha,1320,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1978,1978,ha,1250,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1979,1979,ha,1180,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1980,1980,ha,1120,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1981,1981,ha,1300,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1982,1982,ha,1480,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1983,1983,ha,1550,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1984,1984,ha,1680,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1985,1985,ha,4100,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1986,1986,ha,5100,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1987,1987,ha,7100,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1988,1988,ha,5100,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1989,1989,ha,6500,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,216,"Brazil nuts, in shell",1990,1990,ha,3000,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1961,1961,ha,5402824,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1962,1962,ha,6068220,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1963,1963,ha,5084426,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1964,1964,ha,5015933,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1965,1965,ha,4961604,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1966,1966,ha,4875211,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1967,1967,ha,4843316,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1968,1968,ha,4764639,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1969,1969,ha,4725426,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1970,1970,ha,4772828,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1971,1971,ha,4260818,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1972,1972,ha,4253975,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1973,1973,ha,4175846,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1974,1974,ha,3978116,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1975,1975,ha,3984971,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1976,1976,ha,3833241,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1977,1977,ha,3764289,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1978,1978,ha,3630868,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1979,1979,ha,3788432,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1980,1980,ha,3746207,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1981,1981,ha,3544374,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1982,1982,ha,3278062,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1983,1983,ha,3355716,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1984,1984,ha,3321512,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1985,1985,ha,3226871,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1986,1986,ha,3168514,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1987,1987,ha,3192402,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1988,1988,ha,3062264,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1989,1989,ha,3018914,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1990,1990,ha,2758418,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1991,1991,ha,2160785,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1992,1992,ha,2291970,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1993,1993,ha,2207838,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1994,1994,ha,2492979,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1995,1995,ha,2293127,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1996,1996,ha,2345473,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1997,1997,ha,2293872,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1998,1998,ha,2449271,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",1999,1999,ha,2318778,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2000,2000,ha,2520020,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2001,2001,ha,2769680,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2002,2002,ha,2697540,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2003,2003,ha,2694364,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2004,2004,ha,2632127,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2005,2005,ha,2615903,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2006,2006,ha,2398763,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2007,2007,ha,2507562,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2008,2008,ha,2495562,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2009,2009,ha,2436137,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2010,2010,ha,2556437,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2011,2011,ha,2456783,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2012,2012,ha,2501879,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2013,2013,ha,2337027,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2014,2014,ha,2246593,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2015,2015,ha,2400901,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2016,2016,ha,2579742,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2017,2017,ha,2550646,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2018,2018,ha,2847938,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2019,2019,ha,2610543,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2020,2020,ha,2659233,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,181,"Broad beans and horse beans, dry",2021,2021,ha,2722690,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1961,1961,ha,118379,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1962,1962,ha,131301,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1963,1963,ha,144528,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1964,1964,ha,148587,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1965,1965,ha,136703,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1966,1966,ha,137886,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1967,1967,ha,133404,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1968,1968,ha,135480,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1969,1969,ha,131694,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1970,1970,ha,137060,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1971,1971,ha,129721,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1972,1972,ha,130327,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1973,1973,ha,142284,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1974,1974,ha,141804,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1975,1975,ha,142145,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1976,1976,ha,163823,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1977,1977,ha,154085,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1978,1978,ha,157699,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1979,1979,ha,151274,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1980,1980,ha,154291,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1981,1981,ha,181207,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1982,1982,ha,154470,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1983,1983,ha,152203,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1984,1984,ha,182081,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1985,1985,ha,194692,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1986,1986,ha,198821,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1987,1987,ha,214788,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1988,1988,ha,193126,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1989,1989,ha,195511,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1990,1990,ha,195249,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1991,1991,ha,180481,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1992,1992,ha,184033,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1993,1993,ha,191005,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1994,1994,ha,185615,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1995,1995,ha,175619,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1996,1996,ha,189604,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1997,1997,ha,196058,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1998,1998,ha,195825,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",1999,1999,ha,192280,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2000,2000,ha,196534,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2001,2001,ha,194681,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2002,2002,ha,194212,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2003,2003,ha,223087,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2004,2004,ha,247482,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2005,2005,ha,245581,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2006,2006,ha,248610,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2007,2007,ha,244781,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2008,2008,ha,240498,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2009,2009,ha,261467,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2010,2010,ha,250954,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2011,2011,ha,257832,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2012,2012,ha,279535,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2013,2013,ha,273599,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2014,2014,ha,268562,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2015,2015,ha,262440,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2016,2016,ha,258859,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2017,2017,ha,250749,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2018,2018,ha,252946,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2019,2019,ha,254924,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2020,2020,ha,286213,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,420,"Broad beans and horse beans, green",2021,2021,ha,277445,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1961,1961,ha,4640230,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1962,1962,ha,5809596,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1963,1963,ha,4753752,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1964,1964,ha,4100548,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1965,1965,ha,4500202,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1966,1966,ha,4832405,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1967,1967,ha,4315667,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1968,1968,ha,4122928,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1969,1969,ha,4718478,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1970,1970,ha,4618551,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1971,1971,ha,4255771,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1972,1972,ha,4331150,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1973,1973,ha,4054622,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1974,1974,ha,3883147,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1975,1975,ha,3664265,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1976,1976,ha,3588733,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1977,1977,ha,3723488,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1978,1978,ha,4021369,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1979,1979,ha,3747475,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1980,1980,ha,3673133,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1981,1981,ha,3940203,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1982,1982,ha,3499497,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1983,1983,ha,3764617,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1984,1984,ha,3675861,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1985,1985,ha,3582790,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1986,1986,ha,3432527,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1987,1987,ha,3498867,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1988,1988,ha,3577681,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1989,1989,ha,3455765,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1990,1990,ha,3625436,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1991,1991,ha,4333279,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1992,1992,ha,4990505,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1993,1993,ha,4379136,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1994,1994,ha,4130856,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1995,1995,ha,3320555,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1996,1996,ha,3020310,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1997,1997,ha,2863205,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1998,1998,ha,2691892,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,1999,1999,ha,2745095,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2000,2000,ha,3466736,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2001,2001,ha,3090801,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2002,2002,ha,2067709,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2003,2003,ha,2147305,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2004,2004,ha,2426782,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2005,2005,ha,2482292,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2006,2006,ha,2750754,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2007,2007,ha,2739369,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2008,2008,ha,2425931,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2009,2009,ha,2025966,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2010,2010,ha,1911267,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2011,2011,ha,2338649,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2012,2012,ha,2491909,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2013,2013,ha,2263608,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2014,2014,ha,1997523,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2015,2015,ha,2025169,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2016,2016,ha,2474608,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2017,2017,ha,2940573,A,Official figure,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2018,2018,ha,2058482,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2019,2019,ha,1806145,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2020,2020,ha,1852660,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,89,Buckwheat,2021,2021,ha,1988534,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1961,1961,ha,1353526,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1962,1962,ha,1366730,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1963,1963,ha,1334102,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1964,1964,ha,1288993,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1965,1965,ha,1271858,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1966,1966,ha,1277216,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1967,1967,ha,1280575,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1968,1968,ha,1314949,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1969,1969,ha,1339173,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1970,1970,ha,1344876,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1971,1971,ha,1366882,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1972,1972,ha,1351600,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1973,1973,ha,1386523,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1974,1974,ha,1398937,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1975,1975,ha,1400625,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1976,1976,ha,1399934,E,Estimated value,,,
QCL,Crops and livestock products,5000,World,5312,Area harvested,358,Cabbages,1977,1977,ha,1414992,E,Estimated value,,,
